transaction_id,transaction_date,expense_category,vendor,department,amount_usd,approved_by,payment_method,budget_code,over_budget,recurring,quarter
TXN10241,2024-05-03,Facilities,WeWork,Finance,740,MGR16,Corporate Card,BU007,Yes,Yes,Q4
TXN10242,2024-08-26,Marketing,Zoom,Operations,280,MGR14,Corporate Card,BU014,No,No,Q2
TXN10243,2024-03-03,Software Subscriptions,AWS,Operations,770,MGR11,Wire Transfer,BU009,No,No,Q2
TXN10244,2024-05-16,Software Subscriptions,Microsoft,Engineering,8580,MGR19,Corporate Card,BU012,Yes,Yes,Q4
TXN10245,2024-08-18,Legal & Compliance,Unknown,HR,3960,MGR04,Wire Transfer,BU008,No,No,Q1
TXN10246,2024-05-06,Training,WeWork,Operations,560,MGR17,Wire Transfer,BU011,No,No,Q4
TXN10247,2024-03-13,Salaries,WeWork,Marketing,110,MGR02,Corporate Card,BU012,No,Yes,Q2
TXN10248,2024-02-19,Office Supplies,AWS,HR,9410,MGR08,Corporate Card,BU008,No,No,Q3
TXN10249,2024-01-26,Cloud Infrastructure,Unknown,Finance,280,MGR07,Reimbursement,BU015,No,No,Q3
TXN10250,2024-05-28,Travel,WeWork,Finance,1260,MGR19,Corporate Card,BU007,No,No,Q4
TXN10251,2024-07-15,Salaries,Unknown,Operations,100,MGR16,Reimbursement,BU002,Yes,No,Q3
TXN10252,2024-11-11,Marketing,Swiggy for Teams,Engineering,450,MGR09,Corporate Card,BU001,No,Yes,Q2
TXN10253,2024-08-02,R&D,Swiggy for Teams,HR,100,MGR02,Wire Transfer,BU015,Yes,No,Q3
TXN10254,2024-05-07,Salaries,WeWork,Finance,160,MGR03,Direct Debit,BU002,No,No,Q1
TXN10255,2024-03-22,Salaries,WeWork,Finance,220,MGR09,Wire Transfer,BU015,No,Yes,Q3
TXN10256,2024-06-16,Cloud Infrastructure,AWS,Marketing,1180,MGR18,Corporate Card,BU006,Yes,No,Q1
TXN10257,2024-10-22,Salaries,Unknown,Operations,590,MGR19,Wire Transfer,BU013,No,No,Q3
TXN10258,2024-06-09,Office Supplies,OLA Business,HR,17240,MGR02,Wire Transfer,BU002,No,No,Q3
TXN10259,2024-04-07,Salaries,LegalZoom,Finance,2590,MGR06,Wire Transfer,BU010,No,No,Q4
TXN10260,2024-03-22,R&D,LegalZoom,Finance,2660,MGR11,Corporate Card,BU004,No,Yes,Q2
TXN10261,2024-09-12,Salaries,Zoom,Finance,1220,MGR01,Wire Transfer,BU015,No,Yes,Q4
TXN10262,2024-09-20,Cloud Infrastructure,Zoom,Finance,930,MGR07,Corporate Card,BU010,No,Yes,Q1
TXN10263,2024-08-27,R&D,WeWork,Engineering,2770,MGR19,Corporate Card,BU003,No,No,Q1
TXN10264,2024-09-12,Legal & Compliance,Salesforce,Sales,50,MGR05,Wire Transfer,BU006,No,Yes,Q3
TXN10265,2024-06-06,Cloud Infrastructure,Swiggy for Teams,Marketing,320,MGR13,Corporate Card,BU012,Yes,Yes,Q3
TXN10266,2024-09-11,Training,Coursera for Teams,Engineering,130,MGR03,Reimbursement,BU012,Yes,Yes,Q3
TXN10267,2024-01-12,R&D,Unknown,Marketing,70,MGR10,Reimbursement,BU013,No,Yes,Q4
TXN10268,2024-02-16,R&D,Microsoft,Finance,260,MGR06,Direct Debit,BU014,No,No,Q2
TXN10269,2024-07-20,R&D,Microsoft,Marketing,170,MGR19,Wire Transfer,BU008,No,No,Q3
TXN10270,2024-09-15,Cloud Infrastructure,Swiggy for Teams,Operations,2790,MGR08,Wire Transfer,BU011,No,Yes,Q1
TXN10271,2024-08-22,Marketing,Zoom,Operations,740,MGR19,Corporate Card,BU006,No,No,Q1
TXN10272,2024-05-03,Software Subscriptions,AWS,Sales,60,MGR13,Wire Transfer,BU002,No,No,Q1
TXN10273,2024-04-20,Marketing,Microsoft,Sales,970,MGR18,Corporate Card,BU005,No,No,Q4
TXN10274,2024-10-25,R&D,WeWork,Marketing,200,MGR11,Corporate Card,BU011,Yes,No,Q3
TXN10275,2024-06-29,Facilities,Salesforce,Engineering,720,MGR13,Wire Transfer,BU013,No,No,Q2
TXN10276,2024-01-25,Salaries,Microsoft,Engineering,1070,MGR05,Corporate Card,BU006,No,Yes,Q3
TXN10277,2024-01-26,Salaries,LegalZoom,Finance,270,MGR03,Corporate Card,BU009,No,No,Q2
TXN10278,2024-05-24,Marketing,Salesforce,Engineering,860,MGR17,Wire Transfer,BU006,No,No,Q4
TXN10279,2024-09-10,Salaries,Salesforce,Sales,1080,MGR12,Corporate Card,BU010,No,Yes,Q3
TXN10280,2024-11-01,Cloud Infrastructure,Microsoft,Engineering,550,MGR02,Corporate Card,BU005,Yes,Yes,Q1
TXN10281,2024-11-30,Salaries,AWS,Finance,280,MGR04,Corporate Card,BU001,No,No,Q4
TXN10282,2024-12-10,Software Subscriptions,AWS,Operations,670,MGR14,Wire Transfer,BU010,No,No,Q1
TXN10283,2024-08-28,Salaries,Zoom,Engineering,560,MGR08,Wire Transfer,BU005,Yes,No,Q3
TXN10284,2024-05-26,Office Supplies,Swiggy for Teams,Engineering,970,MGR03,Wire Transfer,BU005,No,No,Q2
TXN10285,2024-10-01,R&D,WeWork,Sales,480,MGR11,Corporate Card,BU006,No,No,Q2
TXN10286,2024-01-05,Marketing,Coursera for Teams,Marketing,160,MGR20,Wire Transfer,BU007,No,Yes,Q3
TXN10287,2024-02-25,Facilities,OLA Business,Operations,540,MGR20,Wire Transfer,BU013,Yes,No,Q1
TXN10288,2024-08-08,Office Supplies,Coursera for Teams,Marketing,980,MGR20,Corporate Card,BU013,Yes,No,Q4
TXN10289,2024-03-09,Software Subscriptions,LegalZoom,Finance,830,MGR13,Corporate Card,BU004,No,No,Q2
TXN10290,2024-05-15,Cloud Infrastructure,AWS,Finance,580,MGR11,Wire Transfer,BU007,No,Yes,Q2
TXN10291,2024-07-06,Legal & Compliance,Zoom,Marketing,370,MGR01,Wire Transfer,BU005,No,Yes,Q3
TXN10292,2024-07-25,Salaries,LegalZoom,Sales,350,MGR09,Wire Transfer,BU006,No,No,Q1
TXN10293,2024-07-06,Office Supplies,Coursera for Teams,HR,390,MGR15,Corporate Card,BU004,No,No,Q3
TXN10294,2024-01-24,Travel,Salesforce,Sales,2420,MGR16,Wire Transfer,BU012,No,No,Q4
TXN10295,2024-07-24,Cloud Infrastructure,Swiggy for Teams,HR,210,MGR08,Wire Transfer,BU008,No,No,Q3
TXN10296,2024-01-27,Software Subscriptions,Salesforce,HR,740,MGR12,Wire Transfer,BU009,No,No,Q2
TXN10297,2024-10-18,Marketing,Coursera for Teams,Sales,150,MGR18,Wire Transfer,BU002,No,No,Q3
TXN10298,2024-10-14,Cloud Infrastructure,Microsoft,HR,1670,MGR13,Reimbursement,BU012,No,Yes,Q4
TXN10299,2024-04-09,Travel,Swiggy for Teams,HR,350,MGR14,Reimbursement,BU011,Yes,Yes,Q1
TXN10300,2024-07-04,Software Subscriptions,Zoom,HR,250,MGR06,Wire Transfer,BU004,No,No,Q3
TXN10301,2024-10-10,Travel,Unknown,Operations,860,MGR19,Wire Transfer,BU011,No,Yes,Q2
TXN10302,2024-05-27,R&D,Salesforce,Finance,50,MGR13,Corporate Card,BU008,No,No,Q4
TXN10303,2024-02-07,Marketing,Microsoft,HR,140,MGR03,Wire Transfer,BU008,No,No,Q3
TXN10304,2024-07-16,Facilities,LegalZoom,Finance,1030,MGR20,Wire Transfer,BU015,No,No,Q4
TXN10305,2024-09-15,Marketing,Unknown,Finance,2250,MGR10,Corporate Card,BU009,No,No,Q4
TXN10306,2024-08-18,Training,LegalZoom,Operations,1140,MGR08,Corporate Card,BU003,Yes,No,Q2
TXN10307,2024-10-08,Software Subscriptions,AWS,Finance,790,MGR03,Corporate Card,BU001,No,No,Q1
TXN10308,2024-05-23,Salaries,Unknown,Marketing,12000,MGR03,Corporate Card,BU009,Yes,No,Q2
TXN10309,2024-11-15,Legal & Compliance,Swiggy for Teams,Engineering,1200,MGR09,Corporate Card,BU001,No,Yes,Q2
TXN10310,2024-12-14,Legal & Compliance,AWS,Operations,190,MGR05,Corporate Card,BU003,No,Yes,Q3
TXN10311,2024-11-08,Legal & Compliance,Swiggy for Teams,Engineering,2270,MGR13,Wire Transfer,BU003,No,No,Q4
TXN10312,2024-03-01,Legal & Compliance,WeWork,Marketing,310,MGR05,Corporate Card,BU009,No,No,Q2
TXN10313,2024-03-06,Software Subscriptions,Microsoft,Sales,280,MGR13,Corporate Card,BU015,No,No,Q3
TXN10314,2024-02-19,Salaries,Coursera for Teams,Sales,130,MGR11,Reimbursement,BU001,No,Yes,Q4
TXN10315,2024-07-20,Salaries,LegalZoom,HR,410,MGR12,Corporate Card,BU007,No,Yes,Q2
TXN10316,2024-07-10,Facilities,Coursera for Teams,Sales,150,MGR04,Reimbursement,BU002,No,No,Q1
TXN10317,2024-06-22,Marketing,Unknown,Operations,1300,MGR03,Wire Transfer,BU007,No,No,Q3
TXN10318,2024-10-12,R&D,Salesforce,Sales,570,MGR01,Corporate Card,BU015,No,No,Q2
TXN10319,2024-07-06,Salaries,Salesforce,Operations,130,MGR10,Corporate Card,BU015,No,No,Q4
TXN10320,2024-03-14,Cloud Infrastructure,LegalZoom,Operations,600,MGR15,Corporate Card,BU001,No,No,Q2
TXN10321,2024-04-11,Office Supplies,AWS,Engineering,2190,MGR12,Corporate Card,BU013,Yes,No,Q4
TXN10322,2024-11-04,Salaries,LegalZoom,Sales,4660,MGR09,Corporate Card,BU010,Yes,Yes,Q3
TXN10323,2024-09-17,Cloud Infrastructure,WeWork,Finance,80,MGR04,Corporate Card,BU010,No,No,Q1
TXN10324,2024-07-24,Salaries,WeWork,Sales,260,MGR05,Corporate Card,BU008,No,No,Q1
TXN10325,2024-09-13,R&D,Coursera for Teams,Sales,140,MGR03,Wire Transfer,BU010,No,No,Q1
TXN10326,2024-01-21,Training,Unknown,Sales,1020,MGR06,Corporate Card,BU013,Yes,No,Q1
TXN10327,2024-01-24,Salaries,WeWork,HR,120,MGR14,Reimbursement,BU010,No,Yes,Q2
TXN10328,2024-01-20,Facilities,Microsoft,Finance,2370,MGR15,Corporate Card,BU002,No,No,Q3
TXN10329,2024-03-11,Cloud Infrastructure,AWS,Finance,2820,MGR18,Reimbursement,BU003,No,Yes,Q3
TXN10330,2024-06-19,Cloud Infrastructure,AWS,Operations,1780,MGR18,Corporate Card,BU014,No,Yes,Q3
TXN10331,2024-08-30,Office Supplies,WeWork,Finance,280,MGR17,Wire Transfer,BU008,No,No,Q1
TXN10332,2024-09-22,Marketing,OLA Business,Operations,300,MGR14,Corporate Card,BU003,No,Yes,Q3
TXN10333,2024-08-21,Cloud Infrastructure,Salesforce,Engineering,380,MGR04,Wire Transfer,BU001,No,No,Q2
TXN10334,2024-03-17,Facilities,OLA Business,Operations,2510,MGR01,Corporate Card,BU009,No,Yes,Q4
TXN10335,2024-11-06,Marketing,Unknown,Sales,90,MGR03,Wire Transfer,BU008,No,Yes,Q4
TXN10336,2024-09-20,Software Subscriptions,Unknown,Marketing,1060,MGR12,Corporate Card,BU015,No,Yes,Q4
TXN10337,2024-03-12,Salaries,Swiggy for Teams,Marketing,220,MGR18,Wire Transfer,BU004,No,Yes,Q3
TXN10338,2024-06-16,Travel,Unknown,HR,400,MGR03,Corporate Card,BU008,No,No,Q1
TXN10339,2024-11-09,Cloud Infrastructure,Swiggy for Teams,Sales,1610,MGR20,Corporate Card,BU014,No,No,Q1
TXN10340,2024-06-12,Cloud Infrastructure,AWS,Operations,110,MGR20,Corporate Card,BU005,Yes,No,Q4
TXN10341,2024-03-24,Marketing,Microsoft,Sales,480,MGR11,Corporate Card,BU003,No,Yes,Q2
TXN10342,2024-07-20,Facilities,Zoom,HR,570,MGR13,Wire Transfer,BU001,No,No,Q2
TXN10343,2024-11-11,Salaries,Salesforce,Finance,640,MGR01,Direct Debit,BU013,No,No,Q4
TXN10344,2024-06-02,Cloud Infrastructure,Swiggy for Teams,Operations,590,MGR10,Corporate Card,BU010,No,Yes,Q3
TXN10345,2024-10-30,Software Subscriptions,Coursera for Teams,Sales,1300,MGR14,Wire Transfer,BU005,No,No,Q1
TXN10346,2024-06-21,Salaries,Microsoft,Finance,390,MGR13,Wire Transfer,BU011,No,No,Q1
TXN10347,2024-09-16,Facilities,LegalZoom,HR,1030,MGR03,Wire Transfer,BU006,No,No,Q1
TXN10348,2024-09-17,Software Subscriptions,Coursera for Teams,Finance,990,MGR18,Corporate Card,BU004,No,No,Q3
TXN10349,2024-09-29,Marketing,Microsoft,Operations,940,MGR08,Corporate Card,BU007,No,No,Q3
TXN10350,2024-09-07,Marketing,Coursera for Teams,HR,1250,MGR19,Reimbursement,BU003,No,Yes,Q4
TXN10351,2024-12-28,Software Subscriptions,WeWork,HR,930,MGR17,Corporate Card,BU007,No,No,Q3
TXN10352,2024-10-15,Marketing,Coursera for Teams,HR,600,MGR06,Wire Transfer,BU014,No,No,Q1
TXN10353,2024-06-02,Office Supplies,Swiggy for Teams,Engineering,150,MGR13,Wire Transfer,BU001,No,Yes,Q1
TXN10354,2024-08-31,R&D,Microsoft,HR,3390,MGR06,Corporate Card,BU007,No,No,Q3
TXN10355,2024-01-09,Training,LegalZoom,Engineering,5080,MGR05,Corporate Card,BU001,No,No,Q4
TXN10356,2024-07-07,Marketing,Unknown,Finance,430,MGR09,Wire Transfer,BU013,Yes,No,Q2
TXN10357,2024-06-18,Training,Coursera for Teams,Engineering,1150,MGR10,Corporate Card,BU011,No,No,Q4
TXN10358,2024-12-10,Travel,LegalZoom,Finance,340,MGR09,Corporate Card,BU001,No,Yes,Q2
TXN10359,2024-02-26,Salaries,Microsoft,Engineering,280,MGR16,Corporate Card,BU002,Yes,No,Q2
TXN10360,2024-08-01,Office Supplies,LegalZoom,Finance,710,MGR05,Direct Debit,BU002,Yes,No,Q4
TXN10361,2024-10-25,Travel,Zoom,Finance,19320,MGR03,Corporate Card,BU004,No,No,Q1
TXN10362,2024-06-06,Facilities,Zoom,HR,4510,MGR06,Wire Transfer,BU013,No,No,Q3
TXN10363,2024-12-18,Software Subscriptions,Coursera for Teams,HR,3770,MGR14,Corporate Card,BU001,No,No,Q1
TXN10364,2024-11-18,Legal & Compliance,Coursera for Teams,Finance,1240,MGR09,Corporate Card,BU004,No,No,Q4
TXN10365,2024-01-14,Salaries,Coursera for Teams,HR,220,MGR14,Reimbursement,BU002,No,No,Q4
TXN10366,2024-11-01,Travel,Salesforce,Finance,2310,MGR10,Wire Transfer,BU004,No,No,Q4
TXN10367,2024-08-30,Training,WeWork,HR,50,MGR16,Corporate Card,BU004,Yes,Yes,Q1
TXN10368,2024-05-15,Salaries,LegalZoom,Marketing,1060,MGR03,Wire Transfer,BU009,No,Yes,Q1
TXN10369,2024-12-01,Marketing,OLA Business,Engineering,2480,MGR12,Corporate Card,BU009,No,No,Q3
TXN10370,2024-10-23,Marketing,AWS,Finance,800,MGR09,Wire Transfer,BU001,No,No,Q2
TXN10371,2024-10-22,Travel,Coursera for Teams,Sales,4870,MGR08,Corporate Card,BU005,No,No,Q3
TXN10372,2024-04-26,R&D,Swiggy for Teams,HR,120,MGR16,Reimbursement,BU007,No,No,Q3
TXN10373,2024-01-27,Salaries,Zoom,HR,4540,MGR20,Wire Transfer,BU004,No,Yes,Q1
TXN10374,2024-10-25,Travel,Zoom,Operations,550,MGR20,Corporate Card,BU012,No,No,Q4
TXN10375,2024-09-02,Facilities,Unknown,Sales,3790,MGR07,Reimbursement,BU005,No,No,Q4
TXN10376,2024-03-28,Office Supplies,AWS,Sales,2260,MGR15,Direct Debit,BU002,No,No,Q4
TXN10377,2024-09-25,Software Subscriptions,LegalZoom,Marketing,4090,MGR04,Corporate Card,BU003,No,Yes,Q2
TXN10378,2024-11-18,Marketing,Microsoft,Engineering,2140,MGR05,Reimbursement,BU007,No,No,Q2
TXN10379,2024-11-13,Salaries,AWS,Marketing,1530,MGR10,Reimbursement,BU010,No,Yes,Q1
TXN10380,2024-07-13,Travel,WeWork,Engineering,3430,MGR01,Wire Transfer,BU013,No,No,Q1
TXN10381,2024-03-16,Salaries,Coursera for Teams,Finance,710,MGR13,Direct Debit,BU015,No,No,Q2
TXN10382,2024-12-14,Facilities,Swiggy for Teams,Marketing,1370,MGR11,Wire Transfer,BU007,No,Yes,Q4
TXN10383,2024-05-04,Software Subscriptions,LegalZoom,Operations,660,MGR20,Wire Transfer,BU004,No,No,Q1
TXN10384,2024-01-17,Marketing,LegalZoom,Engineering,290,MGR13,Reimbursement,BU012,No,No,Q2
TXN10385,2024-10-20,Marketing,Coursera for Teams,Marketing,1250,MGR11,Wire Transfer,BU001,No,No,Q1
TXN10386,2024-12-24,Salaries,WeWork,Operations,840,MGR15,Wire Transfer,BU001,No,No,Q2
TXN10387,2024-02-26,Facilities,Coursera for Teams,Sales,3010,MGR11,Corporate Card,BU004,No,Yes,Q1
TXN10388,2024-04-07,Marketing,Coursera for Teams,HR,530,MGR14,Reimbursement,BU004,No,Yes,Q3
TXN10389,2024-01-10,Travel,AWS,Finance,270,MGR20,Wire Transfer,BU006,Yes,No,Q2
TXN10390,2024-08-13,Marketing,Swiggy for Teams,Finance,2960,MGR05,Wire Transfer,BU007,No,No,Q1
TXN10391,2024-06-09,Software Subscriptions,LegalZoom,Sales,720,MGR10,Corporate Card,BU009,No,No,Q1
TXN10392,2024-08-02,Cloud Infrastructure,Unknown,Marketing,260,MGR11,Corporate Card,BU009,No,Yes,Q3
TXN10393,2024-03-18,Travel,Coursera for Teams,HR,3520,MGR20,Corporate Card,BU010,No,Yes,Q2
TXN10394,2024-07-30,Marketing,Salesforce,Sales,2020,MGR07,Wire Transfer,BU012,No,No,Q1
TXN10395,2024-12-19,Salaries,Microsoft,Operations,6120,MGR16,Corporate Card,BU015,No,No,Q4
TXN10396,2024-04-14,Office Supplies,Coursera for Teams,HR,440,MGR11,Reimbursement,BU012,No,Yes,Q2
TXN10397,2024-07-29,Salaries,Coursera for Teams,Engineering,370,MGR06,Wire Transfer,BU005,No,No,Q3
TXN10398,2024-09-13,Travel,LegalZoom,Marketing,180,MGR13,Direct Debit,BU010,No,Yes,Q4
TXN10399,2024-11-09,R&D,Zoom,HR,340,MGR11,Corporate Card,BU011,No,No,Q2
TXN10400,2024-08-29,Marketing,OLA Business,Engineering,420,MGR10,Direct Debit,BU003,Yes,No,Q4
TXN10401,2024-02-01,R&D,Microsoft,Sales,1510,MGR16,Corporate Card,BU003,Yes,No,Q4
TXN10402,2024-12-27,Marketing,Zoom,Finance,220,MGR19,Wire Transfer,BU015,No,No,Q1
TXN10403,2024-03-11,Legal & Compliance,AWS,HR,300,MGR08,Wire Transfer,BU006,Yes,No,Q4
TXN10404,2024-09-22,Office Supplies,Salesforce,HR,5090,MGR11,Corporate Card,BU001,No,No,Q1
TXN10405,2024-04-16,Cloud Infrastructure,OLA Business,Engineering,50,MGR13,Corporate Card,BU007,No,Yes,Q2
TXN10406,2024-10-14,Marketing,Microsoft,Engineering,1180,MGR09,Corporate Card,BU003,No,No,Q4
TXN10407,2024-06-15,Salaries,Zoom,Finance,140,MGR13,Wire Transfer,BU005,No,No,Q4
TXN10408,2024-12-05,Cloud Infrastructure,Swiggy for Teams,Engineering,250,MGR12,Corporate Card,BU007,No,Yes,Q3
TXN10409,2024-09-01,Salaries,Swiggy for Teams,Engineering,3670,MGR04,Direct Debit,BU007,No,No,Q1
TXN10410,2024-09-26,Salaries,WeWork,HR,720,MGR19,Corporate Card,BU009,No,No,Q3
TXN10411,2024-07-11,Travel,Coursera for Teams,Finance,16130,MGR07,Direct Debit,BU001,No,No,Q3
TXN10412,2024-06-09,Office Supplies,Salesforce,Finance,1410,MGR19,Corporate Card,BU003,No,Yes,Q2
TXN10413,2024-03-29,Salaries,OLA Business,HR,250,MGR18,Corporate Card,BU009,No,No,Q4
TXN10414,2024-08-23,Travel,Microsoft,Sales,1300,MGR06,Corporate Card,BU008,No,Yes,Q2
TXN10415,2024-09-29,Office Supplies,Swiggy for Teams,Sales,2580,MGR18,Reimbursement,BU002,No,No,Q1
TXN10416,2024-06-24,Office Supplies,Salesforce,HR,1240,MGR01,Wire Transfer,BU008,No,No,Q1
TXN10417,2024-10-06,Office Supplies,OLA Business,Engineering,510,MGR15,Corporate Card,BU008,No,No,Q2
TXN10418,2024-06-30,Salaries,WeWork,Marketing,90,MGR07,Corporate Card,BU002,No,No,Q3
TXN10419,2024-12-12,Salaries,Swiggy for Teams,Sales,450,MGR15,Corporate Card,BU008,Yes,No,Q2
TXN10420,2024-12-14,Facilities,LegalZoom,Sales,4920,MGR10,Wire Transfer,BU003,Yes,Yes,Q4
TXN10421,2024-11-25,Marketing,Swiggy for Teams,HR,260,MGR03,Corporate Card,BU007,No,No,Q1
TXN10422,2024-12-20,R&D,Unknown,HR,410,MGR14,Wire Transfer,BU013,No,No,Q2
TXN10423,2024-05-15,Cloud Infrastructure,LegalZoom,Marketing,2190,MGR16,Wire Transfer,BU009,No,Yes,Q3
TXN10424,2024-11-08,Facilities,Salesforce,Marketing,1400,MGR05,Reimbursement,BU004,Yes,Yes,Q1
TXN10425,2024-09-04,Legal & Compliance,WeWork,Finance,140,MGR10,Wire Transfer,BU015,No,No,Q3
TXN10426,2024-04-08,Cloud Infrastructure,Zoom,HR,580,MGR08,Corporate Card,BU011,No,No,Q4
TXN10427,2024-05-06,Marketing,AWS,Sales,3600,MGR09,Direct Debit,BU006,No,No,Q3
TXN10428,2024-05-22,Office Supplies,Coursera for Teams,Operations,690,MGR05,Corporate Card,BU009,No,Yes,Q3
TXN10429,2024-10-12,Office Supplies,Coursera for Teams,Operations,3710,MGR14,Corporate Card,BU011,No,Yes,Q4
TXN10430,2024-06-01,R&D,Swiggy for Teams,Engineering,3970,MGR13,Reimbursement,BU011,No,No,Q4
TXN10431,2024-04-25,R&D,Microsoft,Sales,220,MGR03,Corporate Card,BU005,No,No,Q1
TXN10432,2024-06-01,Training,LegalZoom,Operations,470,MGR15,Corporate Card,BU012,No,No,Q3
TXN10433,2024-05-27,Facilities,Unknown,Sales,1460,MGR20,Corporate Card,BU001,No,No,Q1
TXN10434,2024-12-26,Facilities,Swiggy for Teams,HR,110,MGR16,Corporate Card,BU003,No,No,Q1
TXN10435,2024-04-16,Salaries,WeWork,Sales,510,MGR19,Corporate Card,BU011,No,No,Q2
TXN10436,2024-12-19,Cloud Infrastructure,AWS,Operations,1280,MGR13,Corporate Card,BU015,No,Yes,Q4
TXN10437,2024-12-26,Salaries,Zoom,Sales,320,MGR18,Corporate Card,BU009,No,Yes,Q3
TXN10438,2024-09-07,Salaries,AWS,Marketing,1350,MGR17,Reimbursement,BU003,No,Yes,Q2
TXN10439,2024-06-11,Travel,Unknown,Engineering,320,MGR14,Wire Transfer,BU011,No,Yes,Q1
TXN10440,2024-09-02,Salaries,AWS,Finance,320,MGR18,Wire Transfer,BU011,No,Yes,Q4
TXN10441,2024-06-27,Cloud Infrastructure,AWS,Operations,1620,MGR02,Wire Transfer,BU010,No,Yes,Q2
TXN10442,2024-10-13,Salaries,Salesforce,HR,3430,MGR12,Reimbursement,BU002,No,No,Q2
TXN10443,2024-05-20,Facilities,WeWork,Finance,280,MGR18,Reimbursement,BU004,No,Yes,Q4
TXN10444,2024-05-27,Marketing,WeWork,Engineering,160,MGR20,Reimbursement,BU005,No,Yes,Q3
TXN10445,2024-03-03,Software Subscriptions,OLA Business,Marketing,640,MGR03,Reimbursement,BU007,Yes,No,Q1
TXN10446,2024-10-20,Legal & Compliance,Swiggy for Teams,Marketing,1160,MGR04,Corporate Card,BU007,No,No,Q2
TXN10447,2024-12-12,Cloud Infrastructure,Microsoft,Marketing,280,MGR08,Wire Transfer,BU009,No,No,Q4
TXN10448,2024-10-05,Office Supplies,OLA Business,Marketing,4880,MGR12,Wire Transfer,BU013,No,No,Q4
TXN10449,2024-07-13,Salaries,WeWork,Operations,560,MGR06,Wire Transfer,BU008,No,No,Q1
TXN10450,2024-07-21,Salaries,Coursera for Teams,Operations,280,MGR20,Wire Transfer,BU013,No,Yes,Q2
TXN10451,2024-06-25,R&D,Swiggy for Teams,Sales,6760,MGR02,Corporate Card,BU015,No,Yes,Q1
TXN10452,2024-03-15,Cloud Infrastructure,Unknown,HR,3040,MGR19,Corporate Card,BU002,No,No,Q3
TXN10453,2024-05-28,Software Subscriptions,Salesforce,Sales,280,MGR13,Direct Debit,BU012,No,Yes,Q4
TXN10454,2024-01-22,Salaries,Zoom,HR,2390,MGR11,Wire Transfer,BU008,No,Yes,Q2
TXN10455,2024-05-27,Facilities,Coursera for Teams,Engineering,300,MGR14,Corporate Card,BU008,Yes,No,Q4
TXN10456,2024-02-10,Cloud Infrastructure,WeWork,Sales,1670,MGR04,Corporate Card,BU005,No,Yes,Q3
TXN10457,2024-06-26,Facilities,Swiggy for Teams,Engineering,5610,MGR01,Wire Transfer,BU015,No,No,Q3
TXN10458,2024-08-14,Office Supplies,WeWork,Engineering,160,MGR04,Corporate Card,BU013,No,No,Q4
TXN10459,2024-12-01,Facilities,LegalZoom,Engineering,350,MGR09,Corporate Card,BU003,No,No,Q2
TXN10460,2024-05-11,Training,OLA Business,Marketing,360,MGR08,Corporate Card,BU009,Yes,No,Q2
TXN10461,2024-09-02,Training,Zoom,Finance,910,MGR17,Corporate Card,BU012,No,Yes,Q3
TXN10462,2024-04-19,Marketing,Zoom,Finance,1170,MGR17,Corporate Card,BU007,No,No,Q4
TXN10463,2024-04-13,Facilities,Microsoft,Operations,600,MGR18,Wire Transfer,BU001,No,Yes,Q1
TXN10464,2024-10-02,Cloud Infrastructure,LegalZoom,Engineering,90,MGR19,Corporate Card,BU008,No,Yes,Q4
TXN10465,2024-05-18,Facilities,AWS,Marketing,150,MGR19,Corporate Card,BU010,No,No,Q1
TXN10466,2024-10-14,Marketing,LegalZoom,Sales,230,MGR08,Wire Transfer,BU013,No,No,Q1
TXN10467,2024-12-22,Software Subscriptions,Zoom,Sales,1300,MGR15,Reimbursement,BU005,Yes,Yes,Q1
TXN10468,2024-05-19,Marketing,Coursera for Teams,Operations,120,MGR12,Corporate Card,BU006,No,No,Q4
TXN10469,2024-03-11,Salaries,Microsoft,Operations,220,MGR13,Wire Transfer,BU009,No,No,Q3
TXN10470,2024-02-25,Salaries,Unknown,Engineering,170,MGR15,Direct Debit,BU010,No,Yes,Q1
TXN10471,2024-11-11,Salaries,Coursera for Teams,Engineering,1000,MGR19,Direct Debit,BU015,Yes,No,Q4
TXN10472,2024-10-27,Salaries,Swiggy for Teams,Sales,2590,MGR17,Reimbursement,BU014,No,Yes,Q4
TXN10473,2024-05-02,Facilities,AWS,Sales,800,MGR05,Wire Transfer,BU008,No,No,Q4
TXN10474,2024-05-04,Software Subscriptions,OLA Business,Sales,7280,MGR12,Corporate Card,BU014,No,Yes,Q1
TXN10475,2024-01-26,Marketing,Unknown,Sales,800,MGR01,Wire Transfer,BU011,No,No,Q1
TXN10476,2024-12-08,Facilities,Coursera for Teams,Finance,590,MGR16,Wire Transfer,BU014,No,Yes,Q3
TXN10477,2024-09-28,Salaries,Swiggy for Teams,Engineering,260,MGR04,Corporate Card,BU014,No,No,Q4
TXN10478,2024-04-25,Salaries,WeWork,Engineering,850,MGR10,Wire Transfer,BU003,Yes,No,Q3
TXN10479,2024-11-22,Salaries,Salesforce,Sales,250,MGR14,Wire Transfer,BU013,No,No,Q3
TXN10480,2024-04-29,Salaries,AWS,Marketing,210,MGR03,Direct Debit,BU005,No,Yes,Q4
TXN10481,2024-01-27,Software Subscriptions,OLA Business,Sales,200,MGR04,Corporate Card,BU004,No,Yes,Q2
TXN10482,2024-02-21,Salaries,Microsoft,HR,510,MGR05,Corporate Card,BU014,No,No,Q3
