employee_id,hire_date,department,job_level,salary_usd,performance_score,training_hours,satisfaction_score,overtime_hours_monthly,tenure_years,attrition,gender,location
EMP1279,2022-11-22,Operations,Junior,122000,3,92,4.7,39,0.2,No,Female,Chennai
EMP1280,2021-05-27,HR,Mid,38800,3,8,4.3,12,2.1,Yes,Male,Bengaluru
EMP1281,2020-05-16,Finance,Mid,30000,4,115,4.2,34,3.9,No,Female,Bengaluru
EMP1282,2023-05-30,Finance,Senior,86000,5,101,4.5,18,4.0,No,Female,Delhi
EMP1283,2019-03-10,Marketing,Mid,62400,5,49,3.8,11,1.6,Yes,Female,Chennai
EMP1284,2023-03-18,Engineering,Mid,49500,4,5,1.4,15,9.9,No,Female,Chennai
EMP1285,2021-01-09,Engineering,Senior,92700,3,82,2.6,9,0.6,No,Male,Bengaluru
EMP1286,2022-03-27,Marketing,Junior,81100,4,59,3.9,24,2.4,No,Female,Chennai
EMP1287,2022-02-03,Marketing,Junior,60900,3,43,2.1,19,4.1,No,Male,Bengaluru
EMP1288,2021-11-13,Marketing,Senior,43000,3,10,3.7,30,4.2,Yes,Male,Chennai
EMP1289,2019-02-16,HR,Lead,96800,4,65,1.1,3,3.7,Yes,Female,Mumbai
EMP1290,2021-12-31,Operations,Mid,91300,1,46,2.2,22,1.1,No,Male,Bengaluru
EMP1291,2019-10-01,Engineering,Mid,72500,5,107,3.2,1,0.6,No,Male,Bengaluru
EMP1292,2020-03-28,HR,Junior,121200,3,107,3.5,21,3.5,Yes,Non-binary,Hyderabad
EMP1293,2021-10-07,Marketing,Mid,48200,4,72,3.3,36,3.2,No,Male,Chennai
EMP1294,2021-08-23,Engineering,Mid,36900,4,84,3.8,7,0.7,Yes,Female,Chennai
EMP1295,2020-02-04,HR,Junior,57700,5,87,1.0,6,4.3,No,Male,Bengaluru
EMP1296,2020-06-16,Operations,Junior,73900,4,97,1.4,13,2.1,No,Male,Mumbai
EMP1297,2023-01-17,HR,Mid,81100,4,85,4.5,2,3.9,Yes,Male,Mumbai
EMP1298,2020-11-25,Operations,Junior,69000,2,2,3.7,15,6.4,No,Female,Mumbai
EMP1299,2020-07-13,Marketing,Mid,83800,3,75,1.5,18,0.7,No,Female,Chennai
EMP1300,2018-09-05,Operations,Junior,43700,2,91,4.4,17,0.1,No,Female,Hyderabad
EMP1301,2019-05-23,Engineering,Mid,111100,4,29,2.0,15,5.3,No,Non-binary,Bengaluru
EMP1302,2019-04-06,Marketing,Junior,72900,3,89,2.9,7,3.3,No,Male,Delhi
EMP1303,2018-05-12,Engineering,Lead,102900,4,111,1.6,32,4.2,No,Male,Hyderabad
EMP1304,2019-11-24,Finance,Mid,83600,1,20,3.8,11,6.4,No,Female,Delhi
EMP1305,2018-02-13,Sales,Senior,86400,2,27,3.7,10,5.7,No,Male,Hyderabad
EMP1306,2021-04-19,Operations,Senior,89200,4,119,1.8,4,11.3,No,Male,Mumbai
EMP1307,2021-02-08,Sales,Mid,86200,2,89,4.5,26,2.7,No,Male,Chennai
EMP1308,2019-04-17,Sales,Junior,91100,2,61,2.6,11,2.3,Yes,Female,Delhi
EMP1309,2021-04-20,Operations,Mid,108200,1,32,2.2,16,1.8,No,Female,Hyderabad
EMP1310,2019-03-28,Marketing,Mid,79900,5,84,1.6,5,0.6,No,Male,Chennai
EMP1311,2018-01-15,Finance,Senior,92700,4,34,2.1,32,3.0,No,Male,Delhi
EMP1312,2018-05-26,Engineering,Mid,72800,3,51,1.1,4,1.1,No,Female,Bengaluru
EMP1313,2021-12-20,HR,Junior,111000,3,33,3.3,27,8.9,No,Female,Hyderabad
EMP1314,2021-07-16,Engineering,Junior,58100,3,40,4.4,13,3.1,No,Male,Bengaluru
EMP1315,2018-05-01,HR,Mid,120000,4,50,3.2,4,3.1,No,Female,Mumbai
EMP1316,2019-04-14,Engineering,Senior,74000,4,46,1.9,32,1.5,Yes,Male,Bengaluru
EMP1317,2018-05-19,Operations,Mid,39200,2,81,1.1,18,0.2,No,Male,Bengaluru
EMP1318,2023-01-29,Finance,Mid,78200,2,57,1.9,21,0.1,No,Female,Hyderabad
EMP1319,2018-03-06,HR,Manager,58000,2,74,2.7,4,1.9,No,Female,Mumbai
EMP1320,2022-10-27,Marketing,Senior,96000,4,56,4.0,1,0.3,Yes,Male,Bengaluru
EMP1321,2019-11-08,Engineering,Junior,58700,4,22,1.8,29,3.3,No,Female,Chennai
EMP1322,2018-05-26,Engineering,Junior,63800,3,47,3.9,38,7.4,No,Female,Delhi
EMP1323,2020-11-18,HR,Junior,30000,1,21,4.5,3,7.5,Yes,Female,Bengaluru
EMP1324,2019-05-03,Marketing,Junior,63700,2,16,2.8,32,3.8,No,Female,Mumbai
EMP1325,2019-07-25,Marketing,Junior,30000,5,68,4.3,12,0.8,No,Female,Bengaluru
EMP1326,2021-10-02,Operations,Junior,35400,3,107,3.2,19,7.0,No,Male,Delhi
EMP1327,2020-09-21,Operations,Junior,94000,4,10,3.5,6,7.6,No,Male,Mumbai
EMP1328,2019-03-15,Operations,Junior,94600,4,93,3.1,14,0.8,No,Male,Hyderabad
EMP1329,2021-01-09,Operations,Lead,85600,3,14,2.9,22,4.7,Yes,Male,Mumbai
EMP1330,2018-09-28,Operations,Junior,50800,3,90,1.9,13,1.2,No,Female,Hyderabad
EMP1331,2022-01-21,Operations,Mid,73800,2,34,2.2,22,5.7,No,Male,Mumbai
EMP1332,2023-03-31,Finance,Mid,74900,4,32,2.2,18,15.0,No,Male,Delhi
EMP1333,2022-12-13,Marketing,Manager,46000,4,83,3.3,28,0.1,Yes,Male,Delhi
EMP1334,2021-03-15,Operations,Junior,112600,4,15,1.5,19,8.0,Yes,Male,Mumbai
EMP1335,2021-03-26,Marketing,Mid,96900,3,33,4.7,28,3.4,No,Male,Bengaluru
EMP1336,2020-08-26,Marketing,Manager,69500,1,65,3.9,23,12.7,No,Female,Delhi
EMP1337,2019-05-13,Sales,Lead,75700,5,98,2.6,17,2.2,No,Male,Hyderabad
EMP1338,2022-05-26,Finance,Lead,80200,4,39,1.6,9,6.6,No,Female,Hyderabad
EMP1339,2020-08-26,Operations,Junior,30000,3,119,4.5,7,0.2,Yes,Female,Chennai
EMP1340,2022-07-12,Engineering,Junior,68800,5,27,4.3,25,1.4,Yes,Male,Hyderabad
EMP1341,2020-04-13,HR,Senior,58000,4,46,3.9,28,0.2,No,Male,Chennai
EMP1342,2019-01-25,Engineering,Manager,50000,4,38,2.1,9,13.0,No,Male,Mumbai
EMP1343,2018-07-13,Finance,Mid,68000,4,69,2.6,16,5.9,No,Female,Mumbai
EMP1344,2018-07-18,HR,Mid,119900,4,72,1.4,1,6.7,No,Female,Mumbai
EMP1345,2021-09-11,Finance,Junior,91000,4,19,1.8,5,9.7,No,Male,Bengaluru
EMP1346,2020-06-01,Marketing,Senior,60700,2,0,4.1,4,0.3,No,Female,Bengaluru
EMP1347,2019-12-27,HR,Junior,89300,3,71,3.9,27,1.7,No,Female,Chennai
EMP1348,2020-05-17,Marketing,Mid,110000,5,118,3.4,4,0.3,No,Male,Hyderabad
EMP1349,2020-04-21,Engineering,Mid,98100,3,86,4.6,17,0.8,No,Male,Hyderabad
EMP1350,2020-08-14,Engineering,Mid,76500,3,62,3.3,25,0.9,No,Female,Mumbai
EMP1351,2022-11-05,HR,Junior,58800,3,66,2.9,19,2.2,No,Female,Delhi
EMP1352,2022-02-02,HR,Junior,92500,3,3,2.4,26,1.1,No,Female,Bengaluru
EMP1353,2018-04-21,Operations,Senior,84800,4,57,4.8,11,0.4,No,Female,Bengaluru
EMP1354,2021-10-11,Finance,Junior,97400,5,24,1.3,6,0.6,No,Female,Mumbai
EMP1355,2021-08-31,Operations,Mid,90900,3,46,4.7,2,0.6,No,Male,Bengaluru
EMP1356,2021-08-16,Finance,Junior,101200,2,37,4.3,9,12.7,No,Female,Mumbai
EMP1357,2018-07-21,Operations,Mid,61600,2,14,1.5,33,5.0,Yes,Female,Chennai
EMP1358,2018-05-05,Marketing,Mid,107900,5,62,3.3,24,12.0,No,Female,Hyderabad
EMP1359,2020-04-04,HR,Junior,79900,4,20,4.5,34,2.0,No,Male,Delhi
EMP1360,2022-01-31,Engineering,Mid,126900,3,98,3.3,15,1.1,No,Male,Hyderabad
EMP1361,2019-11-26,Finance,Junior,57800,4,56,4.6,1,5.6,No,Male,Hyderabad
EMP1362,2022-06-28,Finance,Junior,118400,5,116,4.8,23,1.4,Yes,Male,Chennai
EMP1363,2022-10-31,Engineering,Manager,79900,4,52,2.7,9,1.2,No,Male,Bengaluru
EMP1364,2018-08-12,Operations,Mid,58700,5,45,2.5,37,0.9,Yes,Female,Delhi
EMP1365,2019-05-25,Finance,Lead,62900,3,115,4.7,21,0.5,No,Female,Bengaluru
EMP1366,2019-01-28,Marketing,Junior,67000,4,13,3.7,25,1.0,No,Male,Hyderabad
EMP1367,2019-01-25,HR,Senior,85600,3,99,1.5,38,1.5,No,Female,Mumbai
EMP1368,2021-01-03,Engineering,Senior,88100,4,75,1.2,26,3.9,No,Male,Hyderabad
EMP1369,2020-07-07,HR,Mid,60700,4,16,3.3,28,0.2,No,Male,Bengaluru
EMP1370,2018-10-15,Finance,Mid,74400,4,38,4.7,37,0.8,No,Male,Hyderabad
EMP1371,2020-05-14,Finance,Mid,128600,4,8,4.4,19,5.8,No,Male,Mumbai
EMP1372,2019-01-11,Engineering,Mid,118200,2,98,3.7,26,0.6,No,Male,Chennai
EMP1373,2019-07-25,Marketing,Manager,85900,3,76,1.6,19,1.5,No,Male,Bengaluru
EMP1374,2020-08-05,Sales,Lead,76000,5,78,2.0,18,7.0,No,Male,Hyderabad
EMP1375,2019-05-27,Engineering,Manager,78000,5,81,4.5,19,0.6,No,Female,Bengaluru
EMP1376,2022-11-26,Sales,Junior,90300,1,114,1.7,34,0.3,No,Male,Chennai
EMP1377,2023-03-06,Operations,Senior,49400,2,96,2.1,1,2.3,No,Female,Hyderabad
EMP1378,2018-06-04,Sales,Manager,68600,2,5,1.5,29,1.3,No,Female,Hyderabad
EMP1379,2020-06-26,Marketing,Junior,33300,4,90,3.7,33,2.9,No,Female,Bengaluru
EMP1380,2022-07-13,Operations,Junior,85000,4,22,4.8,21,5.7,No,Female,Bengaluru
EMP1381,2022-10-31,Sales,Senior,91200,3,58,2.1,2,0.5,No,Male,Mumbai
EMP1382,2022-10-20,Operations,Mid,62900,3,90,2.9,5,3.0,No,Male,Chennai
EMP1383,2021-02-01,Sales,Lead,114300,4,97,3.5,14,2.5,No,Female,Mumbai
EMP1384,2018-07-20,Marketing,Junior,44400,4,119,5.0,26,0.5,No,Male,Hyderabad
EMP1385,2018-04-14,Sales,Senior,38400,3,45,1.4,9,3.4,Yes,Female,Bengaluru
EMP1386,2021-08-28,Sales,Junior,80600,4,37,3.0,8,1.1,No,Female,Hyderabad
EMP1387,2021-01-12,Sales,Junior,101200,3,13,2.5,32,2.3,Yes,Female,Hyderabad
EMP1388,2022-09-09,Engineering,Junior,117100,3,99,4.5,31,0.3,No,Female,Delhi
EMP1389,2018-01-31,Engineering,Lead,63500,4,116,2.9,5,2.2,No,Non-binary,Delhi
EMP1390,2023-06-08,Engineering,Senior,102000,4,71,1.4,35,1.3,No,Female,Hyderabad
EMP1391,2018-07-11,Marketing,Mid,74000,5,61,3.5,1,6.0,No,Male,Bengaluru
EMP1392,2023-03-13,Operations,Mid,70700,4,34,4.1,28,0.2,No,Female,Hyderabad
EMP1393,2022-03-24,Finance,Lead,97100,4,18,1.0,3,1.9,No,Male,Delhi
EMP1394,2022-10-05,Sales,Mid,91300,2,29,4.4,0,2.1,No,Male,Bengaluru
EMP1395,2019-04-30,Sales,Lead,35600,3,77,1.7,18,4.5,Yes,Female,Hyderabad
EMP1396,2018-12-07,Marketing,Mid,111900,1,83,3.2,25,3.0,Yes,Male,Chennai
EMP1397,2020-04-12,Sales,Mid,109500,3,112,2.7,24,3.9,No,Male,Chennai
EMP1398,2020-09-21,Engineering,Mid,59400,4,24,3.9,9,5.3,No,Male,Hyderabad
EMP1399,2020-09-12,Finance,Mid,84900,5,39,2.5,14,6.9,No,Female,Bengaluru
EMP1400,2019-03-14,HR,Senior,87400,2,87,4.5,21,1.3,No,Male,Hyderabad
EMP1401,2022-11-06,Sales,Mid,81500,3,13,3.9,20,2.7,No,Female,Hyderabad
EMP1402,2020-04-01,Engineering,Junior,61200,4,25,3.6,21,6.4,No,Male,Delhi
EMP1403,2023-01-23,HR,Lead,58200,3,101,4.2,35,15.0,No,Female,Chennai
EMP1404,2018-05-01,Finance,Mid,74400,4,86,4.0,33,7.7,No,Female,Delhi
EMP1405,2018-12-04,HR,Mid,104300,4,21,1.1,29,1.6,No,Male,Delhi
EMP1406,2020-02-16,Engineering,Lead,88600,4,47,2.6,24,0.8,No,Male,Hyderabad
EMP1407,2018-01-05,Operations,Senior,65700,2,82,4.7,27,2.4,No,Male,Delhi
EMP1408,2020-03-10,Operations,Junior,94300,3,109,1.5,0,4.7,No,Non-binary,Chennai
EMP1409,2019-06-28,HR,Manager,30000,4,50,3.9,3,2.4,No,Female,Delhi
EMP1410,2023-03-13,Marketing,Senior,103700,4,2,4.9,6,2.3,No,Female,Chennai
EMP1411,2022-05-25,HR,Mid,31500,1,41,1.2,8,6.4,No,Male,Delhi
EMP1412,2022-05-27,Sales,Junior,65900,4,18,3.7,35,1.6,No,Female,Chennai
EMP1413,2020-07-20,Sales,Senior,47000,1,72,2.9,18,6.9,No,Female,Delhi
EMP1414,2019-08-08,Operations,Senior,42600,4,27,3.3,0,1.8,No,Female,Delhi
EMP1415,2020-05-16,Marketing,Mid,104000,3,83,1.3,9,1.4,Yes,Non-binary,Bengaluru
EMP1416,2021-11-27,Engineering,Lead,63300,5,44,1.2,35,2.1,Yes,Male,Chennai
EMP1417,2023-05-15,Sales,Senior,83700,3,70,3.7,8,5.0,No,Male,Chennai
EMP1418,2022-02-05,Operations,Junior,73800,3,77,4.3,31,0.5,No,Female,Chennai
EMP1419,2022-05-24,Finance,Mid,86900,2,62,4.1,31,0.8,Yes,Female,Mumbai
EMP1420,2021-02-12,Operations,Junior,76900,3,72,3.2,5,10.6,No,Female,Delhi
EMP1421,2021-09-17,Sales,Senior,42900,5,118,1.4,37,0.7,No,Male,Chennai
EMP1422,2022-01-11,Sales,Junior,99900,5,18,3.8,16,2.9,No,Male,Mumbai
EMP1423,2020-09-23,Operations,Mid,62700,3,46,2.0,9,3.0,No,Male,Bengaluru
EMP1424,2018-11-14,Engineering,Senior,36100,3,115,4.6,26,2.4,No,Male,Chennai
EMP1425,2019-01-24,HR,Lead,64300,4,13,4.4,34,3.6,No,Female,Chennai
EMP1426,2019-08-31,Sales,Mid,112500,5,119,3.8,20,0.9,Yes,Female,Mumbai
EMP1427,2019-03-22,Operations,Lead,96300,4,37,4.8,24,2.8,Yes,Male,Delhi
EMP1428,2023-06-07,Operations,Junior,66300,3,52,1.1,27,1.6,No,Male,Bengaluru
EMP1429,2018-04-30,Marketing,Lead,66300,3,60,3.9,14,3.8,Yes,Male,Chennai
EMP1430,2021-04-01,HR,Junior,67000,4,35,2.3,3,0.5,No,Male,Delhi
EMP1431,2022-02-15,Finance,Mid,126900,1,39,4.6,28,3.0,No,Female,Bengaluru
EMP1432,2021-01-15,Engineering,Senior,84500,4,80,2.1,8,0.7,No,Female,Hyderabad
EMP1433,2018-05-05,Finance,Junior,85800,3,29,3.9,26,1.1,Yes,Male,Hyderabad
EMP1434,2022-03-12,HR,Junior,100800,4,8,4.5,25,0.9,No,Female,Bengaluru
EMP1435,2019-10-05,HR,Senior,81000,2,63,1.2,18,0.7,No,Female,Mumbai
EMP1436,2018-04-28,HR,Senior,68500,4,32,2.6,27,6.1,No,Female,Bengaluru
EMP1437,2018-04-13,Finance,Senior,70100,3,119,4.0,16,1.2,Yes,Male,Bengaluru
EMP1438,2021-04-11,HR,Senior,73200,4,51,2.8,19,9.2,No,Female,Mumbai
EMP1439,2020-09-03,Operations,Mid,74100,2,88,2.1,39,12.3,No,Male,Mumbai
EMP1440,2020-10-26,Finance,Junior,93200,4,13,1.9,38,3.0,No,Male,Delhi
EMP1441,2023-02-26,HR,Mid,76300,4,74,1.5,22,0.5,No,Male,Delhi
EMP1442,2022-10-13,Operations,Junior,93300,4,52,4.4,31,1.6,Yes,Male,Mumbai
EMP1443,2020-12-23,Marketing,Lead,73000,4,98,3.3,32,5.6,Yes,Male,Hyderabad
EMP1444,2018-11-19,HR,Mid,77000,4,104,1.3,4,1.6,No,Male,Hyderabad
EMP1445,2018-04-27,Finance,Mid,30000,4,58,2.5,33,0.3,No,Male,Bengaluru
EMP1446,2023-05-22,Sales,Mid,97900,3,77,2.5,39,2.8,No,Female,Chennai
EMP1447,2020-11-06,HR,Manager,83700,4,93,1.7,10,6.5,No,Female,Bengaluru
EMP1448,2018-06-14,Sales,Junior,100000,3,40,2.7,2,5.6,Yes,Male,Bengaluru
EMP1449,2022-10-10,Operations,Mid,30000,2,67,2.3,32,0.7,No,Female,Chennai
EMP1450,2019-01-16,Marketing,Mid,127200,2,67,2.4,10,3.9,No,Female,Mumbai
EMP1451,2018-05-21,Engineering,Senior,71500,3,91,4.0,15,0.9,No,Female,Hyderabad
EMP1452,2021-05-03,Marketing,Junior,102700,4,7,1.9,17,0.9,No,Male,Bengaluru
EMP1453,2018-05-20,HR,Lead,49000,4,1,3.6,29,7.3,No,Female,Chennai
EMP1454,2021-10-14,Sales,Manager,90300,4,104,3.3,9,1.0,No,Female,Delhi
EMP1455,2022-11-01,Sales,Mid,48700,3,109,3.3,17,1.1,No,Female,Bengaluru
EMP1456,2019-04-27,Finance,Senior,59400,3,85,3.7,37,0.0,No,Male,Hyderabad
EMP1457,2020-04-06,Sales,Manager,122900,2,40,3.2,18,7.2,No,Male,Mumbai
EMP1458,2018-09-03,Finance,Senior,70200,3,119,4.5,35,5.5,No,Female,Bengaluru
EMP1459,2023-04-13,Operations,Junior,80400,3,54,3.7,12,3.5,Yes,Male,Bengaluru
EMP1460,2022-12-29,Engineering,Mid,96800,2,15,3.2,2,4.9,No,Male,Chennai
EMP1461,2021-03-12,HR,Senior,87400,3,92,4.3,9,0.6,No,Male,Delhi
EMP1462,2019-05-20,Finance,Mid,78800,4,61,3.4,37,2.1,No,Female,Delhi
EMP1463,2021-03-31,Engineering,Senior,84100,4,112,2.2,0,1.5,No,Female,Mumbai
EMP1464,2021-05-02,Sales,Manager,135100,5,47,1.8,26,0.3,No,Male,Hyderabad
EMP1465,2018-03-23,Sales,Manager,73600,5,29,1.6,7,2.3,Yes,Female,Mumbai
EMP1466,2021-06-22,Engineering,Mid,80000,4,11,4.6,16,8.9,No,Male,Bengaluru
EMP1467,2018-06-17,Sales,Junior,101300,3,34,3.8,8,0.1,No,Female,Bengaluru
EMP1468,2020-05-08,Operations,Manager,102600,4,10,4.7,5,1.2,No,Female,Delhi
EMP1469,2021-09-08,Operations,Lead,104700,4,63,3.4,24,0.8,No,Female,Hyderabad
EMP1470,2021-04-10,Engineering,Junior,91000,2,109,2.9,38,1.0,No,Female,Chennai
EMP1471,2021-03-03,Finance,Manager,46400,3,49,1.2,27,8.4,Yes,Male,Hyderabad
EMP1472,2020-12-06,Finance,Lead,115800,4,84,3.7,32,2.2,Yes,Female,Bengaluru
EMP1473,2019-10-10,Engineering,Mid,46300,3,20,3.3,36,2.2,No,Male,Chennai
EMP1474,2023-03-30,Finance,Mid,82600,4,68,5.0,8,5.0,No,Female,Hyderabad
EMP1475,2019-06-19,Finance,Mid,56100,4,47,2.0,17,0.6,No,Female,Hyderabad
EMP1476,2019-02-23,Operations,Junior,73400,2,19,3.1,20,2.3,Yes,Female,Chennai
EMP1477,2021-10-03,Finance,Mid,83200,3,100,3.6,1,2.0,No,Male,Bengaluru
EMP1478,2022-01-06,Marketing,Lead,83000,3,66,3.6,37,3.2,No,Female,Hyderabad
EMP1479,2019-10-06,HR,Junior,85500,1,43,3.2,39,15.0,No,Male,Chennai
EMP1480,2019-05-04,Sales,Mid,115300,1,32,4.1,35,5.1,Yes,Male,Bengaluru
EMP1481,2019-06-28,Marketing,Mid,86300,4,116,1.8,36,1.8,Yes,Female,Chennai
EMP1482,2020-03-21,Finance,Mid,68900,3,72,3.9,14,6.2,No,Male,Chennai
EMP1483,2018-09-26,Operations,Lead,99100,3,60,3.5,27,0.7,No,Female,Hyderabad
EMP1484,2021-10-07,Engineering,Mid,104700,3,8,4.6,17,0.1,No,Male,Bengaluru
EMP1485,2021-08-14,Finance,Mid,44300,5,67,4.4,33,0.8,Yes,Male,Hyderabad
EMP1486,2019-09-07,Operations,Senior,89900,3,34,2.3,21,1.5,No,Female,Mumbai
EMP1487,2020-07-25,HR,Mid,92500,3,80,2.1,10,2.5,No,Female,Mumbai
EMP1488,2019-10-10,Finance,Junior,67600,5,97,4.9,12,3.3,No,Male,Bengaluru
EMP1489,2023-03-18,Engineering,Mid,109400,4,87,3.1,3,8.5,No,Female,Chennai
EMP1490,2022-03-20,Operations,Junior,71200,2,95,4.6,21,2.5,No,Male,Hyderabad
EMP1491,2023-04-01,Operations,Junior,78100,4,64,1.7,6,2.4,Yes,Female,Hyderabad
EMP1492,2018-05-29,Operations,Mid,70700,3,7,3.6,23,0.2,No,Male,Bengaluru
EMP1493,2018-01-20,HR,Mid,75400,3,44,4.2,3,0.1,No,Female,Bengaluru
EMP1494,2020-07-27,Finance,Lead,47600,2,86,4.8,27,2.8,No,Female,Mumbai
EMP1495,2021-06-26,HR,Mid,39000,2,46,2.3,14,2.0,No,Female,Delhi
EMP1496,2021-02-27,Sales,Mid,114900,4,39,3.9,0,6.4,No,Male,Bengaluru
EMP1497,2018-07-24,Sales,Senior,53800,3,75,3.2,2,0.6,Yes,Female,Delhi
EMP1498,2018-05-31,Finance,Junior,50200,3,53,1.2,13,0.1,No,Female,Bengaluru
EMP1499,2021-01-06,HR,Senior,30000,4,75,3.8,37,2.1,Yes,Female,Chennai
