campaign_id,campaign_name,channel,start_date,spend_usd,impressions,clicks,conversions,revenue_generated_usd,target_audience,region,ab_test_variant
CMP459,Back-to-School,YouTube,2024-02-16,8670,45565,2746,301,49240,45-54,SEA,Variant A
CMP460,Back-to-School,Email,2024-04-23,7620,1284938,67919,3654,6590,55+,SEA,Variant B
CMP461,Back-to-School,Google Ads,2024-08-18,2800,616204,18480,1744,4750,35-44,ANZ,Variant B
CMP462,Diwali Sale,Meta Ads,2024-06-27,850,1043734,58187,5584,4310,25-34,India,Variant B
CMP463,Back-to-School,Influencer,2024-01-14,1100,4237537,236834,20144,2800,55+,India,Control
CMP464,Summer Blitz,YouTube,2024-07-31,3920,4484143,230803,13729,5080,45-54,India,Control
CMP465,New Year Push,Affiliate,2024-01-28,4200,1012992,17196,1390,20500,45-54,ANZ,Variant A
CMP466,Summer Blitz,Organic SEO,2024-07-21,990,1704304,135768,3261,3130,35-44,SEA,Variant A
CMP467,B2B Enterprise Drive,Affiliate,2024-09-14,3120,4373110,166305,15996,10480,35-44,India,Variant B
CMP468,Retargeting Wave,Google Ads,2024-07-10,5600,348401,19049,570,9910,18-24,India,Control
CMP469,New Year Push,Organic SEO,2024-04-30,940,2890089,208095,12418,3980,35-44,India,Control
CMP470,Diwali Sale,Google Ads,2024-07-16,9000,1976443,78326,2378,33000,18-24,SEA,Variant A
CMP471,Summer Blitz,YouTube,2024-02-11,2040,2407910,154527,16025,3820,25-34,India,Variant B
CMP472,Product Launch X,Email,2024-07-10,10480,3151738,245922,18451,26930,35-44,India,Variant B
CMP473,New Year Push,Meta Ads,2024-04-24,1750,249300,8756,780,6830,25-34,India,Control
CMP474,Diwali Sale,Influencer,2024-01-15,1070,3655730,140266,12379,6000,18-24,SEA,Control
CMP475,Brand Awareness Q1,Influencer,2024-06-12,1890,4350237,319265,33254,10560,45-54,SEA,Variant A
CMP476,New Year Push,Google Ads,2024-02-20,2710,3568069,75553,2512,6230,45-54,India,Control
CMP477,New Year Push,LinkedIn,2024-06-20,2020,4978774,59753,5137,9340,35-44,SEA,Variant B
CMP478,Retargeting Wave,Meta Ads,2024-03-15,2400,669729,49306,3821,11600,35-44,SEA,Variant A
CMP479,Product Launch X,Meta Ads,2024-03-11,4160,4881335,329545,7609,20820,55+,Japan,Control
CMP480,Retargeting Wave,Organic SEO,2024-01-20,2510,1129232,88171,3539,9460,18-24,India,Control
CMP481,Back-to-School,Meta Ads,2024-05-26,2790,1794695,25263,1181,2380,35-44,SEA,Control
CMP482,New Year Push,Affiliate,2024-08-29,540,2461982,51535,1404,2570,18-24,SEA,Variant B
CMP483,B2B Enterprise Drive,Google Ads,2024-03-12,4410,3325938,57777,3205,5970,25-34,India,Control
CMP484,New Year Push,LinkedIn,2024-08-28,2730,3087745,178592,4057,3840,35-44,ANZ,Control
CMP485,Back-to-School,YouTube,2024-08-17,14920,2161941,113330,8535,58920,35-44,India,Variant B
CMP486,Product Launch X,Meta Ads,2024-11-11,1160,3744941,131647,5417,6860,18-24,India,Control
CMP487,Product Launch X,Meta Ads,2024-01-03,500,1534278,21510,1047,1030,25-34,India,Variant B
CMP488,B2B Enterprise Drive,Organic SEO,2024-02-10,5530,3227353,176782,19631,22990,35-44,India,Control
CMP489,B2B Enterprise Drive,Organic SEO,2024-01-10,4220,174162,8692,610,10040,35-44,India,Variant A
CMP490,Summer Blitz,Meta Ads,2024-05-11,1090,1606669,28764,1349,5970,35-44,SEA,Control
CMP491,Diwali Sale,Email,2024-04-20,650,4595075,338306,27012,2530,25-34,ANZ,Control
CMP492,Diwali Sale,Google Ads,2024-03-17,13870,3725257,89132,3580,26060,35-44,ANZ,Variant A
CMP493,Summer Blitz,Google Ads,2024-10-07,12260,3097959,192214,5274,26520,25-34,India,Control
CMP494,Diwali Sale,Email,2024-11-07,500,2692434,193734,4279,1520,25-34,SEA,Variant A
CMP495,New Year Push,Google Ads,2024-09-27,1890,2478301,125310,14429,2710,35-44,Middle East,Control
CMP496,Summer Blitz,Organic SEO,2024-08-04,15740,2904650,79237,7326,19040,35-44,India,Variant A
CMP497,Summer Blitz,YouTube,2024-02-26,1850,2762233,87417,8741,8020,18-24,SEA,Variant B
CMP498,Diwali Sale,Affiliate,2024-05-27,1830,1917990,138099,16308,5340,18-24,ANZ,Control
CMP499,Brand Awareness Q1,YouTube,2024-05-01,2250,2894888,89388,10115,10300,35-44,SEA,Control
CMP500,B2B Enterprise Drive,Affiliate,2024-06-03,970,3393669,211199,19787,1330,25-34,India,Variant B
CMP501,Diwali Sale,Email,2024-03-03,540,3717983,294879,26361,2140,25-34,India,Variant A
CMP502,Retargeting Wave,LinkedIn,2024-01-25,8540,4954888,396327,21276,26520,25-34,SEA,Control
CMP503,Brand Awareness Q1,Affiliate,2024-05-02,500,4540211,214949,6534,550,25-34,Japan,Variant A
CMP504,Summer Blitz,LinkedIn,2024-08-02,3820,3977622,269917,20884,13880,18-24,India,Control
CMP505,Brand Awareness Q1,Google Ads,2024-11-23,7230,2475319,196336,15240,8900,45-54,Japan,Control
CMP506,New Year Push,YouTube,2024-11-14,700,4841363,175388,20208,3570,35-44,India,Variant B
CMP507,Product Launch X,Influencer,2024-08-22,1180,2104741,58235,3742,4820,35-44,India,Variant B
CMP508,Brand Awareness Q1,Organic SEO,2024-02-02,10030,2489319,44798,3990,37070,35-44,India,Variant A
CMP509,Retargeting Wave,LinkedIn,2024-02-26,5080,1984681,39421,3055,7590,35-44,SEA,Control
CMP510,Product Launch X,YouTube,2024-09-12,1610,12711,886,33,3690,55+,India,Control
CMP511,New Year Push,Affiliate,2024-11-01,9920,1271548,65116,5157,33360,35-44,India,Variant B
CMP512,Retargeting Wave,Google Ads,2024-10-01,9960,4520878,321704,23809,40770,25-34,Middle East,Control
CMP513,Back-to-School,LinkedIn,2024-01-09,3900,2820839,184093,12774,6840,35-44,Japan,Control
CMP514,Product Launch X,Meta Ads,2024-11-19,1210,755506,43186,3080,1020,25-34,India,Control
CMP515,Back-to-School,LinkedIn,2024-09-20,1970,2991189,157491,5732,5110,35-44,India,Variant A
CMP516,New Year Push,LinkedIn,2024-10-21,3970,4458293,59668,3958,13140,35-44,ANZ,Control
CMP517,Product Launch X,Google Ads,2024-05-03,2470,878002,62390,5026,4340,45-54,SEA,Control
CMP518,Product Launch X,Google Ads,2024-03-14,7620,3524983,138351,9538,25600,35-44,India,Variant B
CMP519,Diwali Sale,LinkedIn,2024-05-29,650,4503178,221489,15253,1660,25-34,Middle East,Variant A
CMP520,Retargeting Wave,Google Ads,2024-08-07,670,3287750,37929,1052,2120,18-24,India,Control
CMP521,B2B Enterprise Drive,Meta Ads,2024-01-01,3570,1810166,136713,5342,9310,25-34,SEA,Variant B
CMP522,Retargeting Wave,Organic SEO,2024-11-10,1820,1258159,92086,4797,7400,18-24,India,Control
CMP523,Brand Awareness Q1,Meta Ads,2024-06-29,1590,3044933,146246,9057,1630,25-34,SEA,Variant A
CMP524,Back-to-School,Email,2024-05-03,510,4881425,246081,19537,860,25-34,India,Variant A
CMP525,Back-to-School,Affiliate,2024-10-19,3040,200507,11900,1265,9270,25-34,SEA,Control
CMP526,Retargeting Wave,Meta Ads,2024-08-01,2830,470718,13428,482,7510,55+,Japan,Control
CMP527,Retargeting Wave,Meta Ads,2024-04-05,5730,1180370,30139,648,16250,25-34,SEA,Variant B
CMP528,Product Launch X,LinkedIn,2024-02-13,3190,339267,19399,1259,15880,25-34,SEA,Variant B
CMP529,Back-to-School,Organic SEO,2024-09-25,2610,3585697,62066,3923,14120,18-24,India,Variant A
CMP530,Summer Blitz,Influencer,2024-07-03,9670,2976413,124367,9351,20240,35-44,Middle East,Control
CMP531,B2B Enterprise Drive,Influencer,2024-02-04,800,4856225,216069,22324,4120,25-34,Japan,Control
CMP532,Diwali Sale,Organic SEO,2024-09-26,5100,111948,4107,411,16250,35-44,ANZ,Control
CMP533,B2B Enterprise Drive,Meta Ads,2024-10-05,560,2477385,56902,1707,1250,25-34,SEA,Control
CMP534,Brand Awareness Q1,Google Ads,2024-09-16,1290,1642346,57272,6494,7640,35-44,Japan,Variant A
CMP535,B2B Enterprise Drive,Meta Ads,2024-09-16,890,1384912,46573,1445,4530,45-54,India,Variant A
CMP536,Diwali Sale,Google Ads,2024-10-10,6520,616442,27708,2312,38930,18-24,SEA,Control
CMP537,Brand Awareness Q1,YouTube,2024-01-11,2790,3761082,215237,18777,4670,25-34,SEA,Control
CMP538,New Year Push,LinkedIn,2024-07-18,2940,2320632,180490,15880,4550,25-34,SEA,Variant A
CMP539,Product Launch X,Google Ads,2024-08-28,990,2618137,52602,2447,3380,45-54,ANZ,Control
CMP540,Retargeting Wave,Organic SEO,2024-01-23,2210,1737266,123539,6551,9110,25-34,SEA,Variant B
CMP541,Retargeting Wave,Meta Ads,2024-11-21,1390,4327818,129369,9685,2350,35-44,India,Variant A
CMP542,Summer Blitz,Email,2024-07-17,4370,2921561,150156,6000,23050,45-54,India,Variant B
CMP543,B2B Enterprise Drive,LinkedIn,2024-07-10,1110,4204287,202947,4471,3960,35-44,India,Variant B
CMP544,Back-to-School,Email,2024-05-09,11270,700269,34303,2614,33100,25-34,SEA,Variant B
CMP545,Back-to-School,Email,2024-01-09,560,1030926,62510,4158,2200,18-24,India,Control
CMP546,Diwali Sale,Google Ads,2024-07-01,1330,3346280,122869,10526,5460,35-44,India,Variant B
CMP547,Diwali Sale,Meta Ads,2024-02-04,15950,3827417,123767,4291,16310,45-54,SEA,Control
CMP548,Diwali Sale,Organic SEO,2024-06-25,1930,4367110,304380,31683,11580,55+,Middle East,Control
CMP549,Back-to-School,Influencer,2024-05-03,800,2831866,71948,2490,2150,55+,Middle East,Variant A
CMP550,Retargeting Wave,Meta Ads,2024-11-17,3710,3389754,76666,8366,4160,45-54,Japan,Control
CMP551,Back-to-School,Email,2024-02-23,1850,646800,7174,465,9680,35-44,ANZ,Control
CMP552,Diwali Sale,YouTube,2024-10-24,1290,71786,1776,133,7690,45-54,India,Control
CMP553,Product Launch X,Affiliate,2024-06-19,1000,2369054,109680,12027,5050,25-34,Middle East,Control
CMP554,Brand Awareness Q1,Meta Ads,2024-03-09,47490,1418387,67650,3381,248360,35-44,India,Variant A
CMP555,Retargeting Wave,Email,2024-01-23,2320,4281977,119079,4546,9410,25-34,ANZ,Control
CMP556,Product Launch X,Organic SEO,2024-06-29,500,2255056,33959,2192,2800,25-34,SEA,Variant A
CMP557,New Year Push,LinkedIn,2024-10-06,13280,2361263,146693,6518,13090,35-44,ANZ,Variant B
CMP558,B2B Enterprise Drive,Google Ads,2024-06-22,5490,4838461,305105,22206,26280,25-34,India,Variant A
CMP559,Product Launch X,LinkedIn,2024-11-25,1390,3594609,287024,13641,5960,25-34,India,Variant A
CMP560,B2B Enterprise Drive,Google Ads,2024-03-30,1170,1298520,94794,10090,1240,25-34,SEA,Variant B
CMP561,Product Launch X,Email,2024-08-25,5850,2537230,189846,15326,21230,45-54,India,Control
CMP562,New Year Push,Email,2024-09-02,2330,4481176,295194,5910,8100,35-44,Japan,Variant A
CMP563,Product Launch X,Influencer,2024-11-19,500,4040702,214501,21567,2200,35-44,SEA,Variant B
CMP564,Brand Awareness Q1,Email,2024-04-03,17810,4030725,76576,4060,21430,25-34,SEA,Variant B
CMP565,Retargeting Wave,Meta Ads,2024-03-10,1930,438073,23464,1220,9630,25-34,Middle East,Variant A
CMP566,B2B Enterprise Drive,Meta Ads,2024-02-02,13300,1474975,20527,1196,20280,18-24,SEA,Control
CMP567,Summer Blitz,Influencer,2024-08-22,10700,486537,35016,2907,31850,25-34,India,Variant B
CMP568,Back-to-School,Google Ads,2024-01-19,1100,3934570,172048,11046,5920,45-54,India,Control
CMP569,New Year Push,Email,2024-05-30,8380,4848611,285210,23633,31130,25-34,SEA,Control
CMP570,B2B Enterprise Drive,Google Ads,2024-04-13,1550,2091866,28568,990,4300,25-34,Middle East,Control
CMP571,Retargeting Wave,Organic SEO,2024-01-23,500,4594684,217776,25483,530,18-24,ANZ,Variant A
CMP572,Diwali Sale,Email,2024-04-12,1950,3534161,109871,10213,8380,25-34,Japan,Variant B
CMP573,B2B Enterprise Drive,Meta Ads,2024-01-22,4440,2588092,77507,3489,26330,18-24,India,Variant B
CMP574,Brand Awareness Q1,Meta Ads,2024-06-10,1880,1822389,67931,6277,10420,35-44,India,Variant A
CMP575,Summer Blitz,Influencer,2024-06-07,2190,1580685,15877,1230,9920,35-44,India,Control
CMP576,Brand Awareness Q1,Email,2024-09-20,9350,4516538,192703,5958,12600,45-54,ANZ,Variant A
CMP577,B2B Enterprise Drive,YouTube,2024-07-22,3320,1469308,64737,2448,6790,35-44,India,Variant B
CMP578,Brand Awareness Q1,Influencer,2024-10-05,1280,1981553,139539,3367,2270,25-34,India,Variant A
CMP579,Diwali Sale,Influencer,2024-08-30,6020,1227178,50801,5127,15940,35-44,SEA,Variant B
CMP580,Summer Blitz,Meta Ads,2024-05-09,3630,4193084,148640,11173,7350,35-44,India,Variant B
CMP581,Back-to-School,Affiliate,2024-01-19,500,4145946,330151,17060,1040,18-24,ANZ,Variant A
CMP582,Brand Awareness Q1,Google Ads,2024-04-07,4570,228626,11427,372,18310,35-44,SEA,Control
CMP583,Diwali Sale,Meta Ads,2024-05-26,4410,2338731,100759,6892,10840,45-54,India,Variant A
CMP584,New Year Push,Influencer,2024-07-01,3040,4137313,185002,13417,13140,25-34,India,Variant B
CMP585,Diwali Sale,Meta Ads,2024-01-25,7270,2496231,166355,15004,41650,35-44,Middle East,Control
CMP586,Product Launch X,Meta Ads,2024-06-18,1520,2642588,89444,10464,6260,45-54,India,Variant B
CMP587,B2B Enterprise Drive,Meta Ads,2024-05-19,4170,1108035,41264,2620,19630,35-44,India,Control
CMP588,Retargeting Wave,LinkedIn,2024-03-04,620,4021384,252989,15331,2920,35-44,India,Variant A
CMP589,B2B Enterprise Drive,Email,2024-07-07,4480,1570831,23733,1352,11290,25-34,India,Variant A
CMP590,B2B Enterprise Drive,YouTube,2024-08-11,21020,4291258,302799,31095,18450,25-34,Middle East,Variant A
CMP591,Diwali Sale,Influencer,2024-07-23,1100,949545,38090,1357,1190,35-44,India,Variant B
CMP592,Diwali Sale,YouTube,2024-08-13,1390,4812971,243971,13267,3150,35-44,Middle East,Control
CMP593,Diwali Sale,Google Ads,2024-07-16,1470,288197,18163,1680,6450,55+,India,Control
CMP594,B2B Enterprise Drive,Affiliate,2024-06-22,3390,887816,25412,548,18700,25-34,Middle East,Variant A
CMP595,Back-to-School,Meta Ads,2024-04-05,1030,501626,36278,1775,5960,25-34,ANZ,Control
CMP596,Brand Awareness Q1,Google Ads,2024-09-11,4540,3319004,260693,21935,4240,25-34,SEA,Variant A
CMP597,Back-to-School,Google Ads,2024-09-11,6950,1751176,78101,3014,41340,18-24,SEA,Control
CMP598,Summer Blitz,Email,2024-07-07,5090,4431719,334974,16839,12610,25-34,India,Control
CMP599,Diwali Sale,Google Ads,2024-09-22,510,459318,4629,317,2640,25-34,SEA,Variant A
